settlement_id,decision,confidence_score,is_fully_reconciled,stage1_transaction_ids,stage1_gross_sum_minor,stage1_payout_gross_minor,stage2_bank_entry_ids,stage2_bank_credit_sum_minor,stage2_payout_net_minor,failure_reasons,validator_checks
PO_2359,AUTO_APPROVED,0.8951,True,TXN_1488,126850,126850,BNK_3387,126850,126850,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2139,AUTO_APPROVED,0.8768,True,TXN_1194,123630,123630,BNK_3153,123630,123630,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2195,NEEDS_REVIEW,0.6843,False,TXN_1259,171330,171330,BNK_3215,167904,167904,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2145,AUTO_APPROVED,0.8931,True,TXN_1203,144840,144840,BNK_3160,141422,141422,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2187,AUTO_APPROVED,0.8958,True,TXN_1251,13730,13730,BNK_3207,13730,13730,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2363,NEEDS_REVIEW,0.6843,False,TXN_1492,85130,85130,BNK_3391,83428,83428,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2266,NEEDS_REVIEW,0.7867,False,TXN_1364;TXN_1363;TXN_1362;TXN_1361,357290,357290,BNK_3292,350146,350146,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2235,AUTO_APPROVED,0.8768,True,TXN_1322,41010,41010,BNK_3258,41010,41010,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2151,AUTO_APPROVED,0.8184,True,TXN_1209,235260,235260,BNK_3166;BNK_3167,230555,230555,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2261,NEEDS_REVIEW,0.7857,False,TXN_1356;TXN_1355,53660,53660,BNK_3287,52587,52587,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2012,NEEDS_REVIEW,0.7905,False,TXN_1019;TXN_1018;TXN_1017,236330,236330,BNK_3015,231604,231604,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2125,AUTO_APPROVED,0.8956,True,TXN_1172,106230,106230,BNK_3138,106230,106230,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2021,AUTO_APPROVED,0.8959,True,TXN_1031,115780,115780,BNK_3026,113048,113048,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2276,NEEDS_REVIEW,0.6843,False,TXN_1373,202560,202560,BNK_3301,198509,198509,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2345,AUTO_APPROVED,0.8184,True,TXN_1463,199530,199530,BNK_3371;BNK_3372,195540,195540,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2022,NEEDS_REVIEW,0.7908,False,TXN_1033;TXN_1032,22740,22740,BNK_3027,22286,22286,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2357,NEEDS_REVIEW,0.7875,False,TXN_1485;TXN_1484;TXN_1483,104270,104270,BNK_3385,102186,102186,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2356,NEEDS_REVIEW,0.7884,False,TXN_1482;TXN_1481;TXN_1480;TXN_1479,292930,292930,BNK_3384,287073,287073,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2226,AUTO_APPROVED,0.8945,True,TXN_1307,40220,40220,BNK_3249,39271,39271,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2224,NEEDS_REVIEW,0.787,False,TXN_1304;TXN_1303;TXN_1302,352550,352550,BNK_3247,345500,345500,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2152,AUTO_APPROVED,0.8768,True,TXN_1210,190570,190570,BNK_3168,190570,190570,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2001,AUTO_APPROVED,0.8184,True,TXN_1001,246320,246320,BNK_3001;BNK_3002,241394,241394,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2008,NEEDS_REVIEW,0.6843,False,TXN_1013,85210,85210,BNK_3011,83506,83506,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2190,NEEDS_REVIEW,0.6843,False,TXN_1254,30960,30960,BNK_3210,30341,30341,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2140,NEEDS_REVIEW,0.7875,False,TXN_1198;TXN_1197;TXN_1196;TXN_1195,315590,315590,BNK_3154,309279,309279,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2155,AUTO_APPROVED,0.8184,True,TXN_1213,31730,31730,BNK_3172;BNK_3173,31096,31096,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2081,AUTO_APPROVED,0.8926,True,TXN_1115,144420,144420,BNK_3088,141012,141012,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2043,AUTO_APPROVED,0.8935,True,TXN_1058,86760,86760,BNK_3049,86760,86760,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2063,AUTO_APPROVED,0.8944,True,TXN_1087,140940,140940,BNK_3069,140940,140940,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2305,AUTO_APPROVED,0.8947,True,TXN_1412,208220,208220,BNK_3331,208220,208220,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2179,AUTO_APPROVED,0.8962,True,TXN_1243,177530,177530,BNK_3198,177530,177530,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2024,AUTO_APPROVED,0.8768,True,TXN_1035,121090,121090,BNK_3029,121090,121090,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2169,AUTO_APPROVED,0.8918,True,TXN_1230,34580,34580,BNK_3187,34580,34580,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2111,AUTO_APPROVED,0.93,True,TXN_1153,129920,129920,BNK_3123,129920,129920,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2041,AUTO_APPROVED,0.8768,True,TXN_1057,29650,29650,BNK_3048,29650,29650,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2362,AUTO_APPROVED,0.8918,True,TXN_1491,38710,38710,BNK_3390,38710,38710,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2059,NEEDS_REVIEW,0.7873,False,TXN_1083;TXN_1082;TXN_1081;TXN_1080,325830,325830,BNK_3065,319315,319315,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2326,AUTO_APPROVED,0.8963,True,TXN_1438,165440,165440,BNK_3352,165440,165440,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2115,AUTO_APPROVED,0.93,True,TXN_1157,164890,164890,BNK_3127,164890,164890,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2221,AUTO_APPROVED,0.8184,True,TXN_1295,210500,210500,BNK_3243;BNK_3244,206290,206290,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2127,NEEDS_REVIEW,0.7899,False,TXN_1177;TXN_1176;TXN_1175,249710,249710,BNK_3140,244717,244717,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2105,AUTO_APPROVED,0.8953,True,TXN_1144,42170,42170,BNK_3116,42170,42170,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2232,AUTO_APPROVED,0.8924,True,TXN_1316,237230,237230,BNK_3255,185041,185041,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2361,AUTO_APPROVED,0.8937,True,TXN_1490,154150,154150,BNK_3389,154150,154150,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2188,AUTO_APPROVED,0.8955,True,TXN_1252,14230,14230,BNK_3208,13895,13895,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2366,AUTO_APPROVED,0.8971,True,TXN_1495,22250,22250,BNK_3394,22250,22250,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2347,AUTO_APPROVED,0.897,True,TXN_1465,38560,38560,BNK_3374,38560,38560,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2263,AUTO_APPROVED,0.8944,True,TXN_1358,151970,151970,BNK_3289,151970,151970,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2201,AUTO_APPROVED,0.8931,True,TXN_1270,167590,167590,BNK_3221,163635,163635,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2098,AUTO_APPROVED,0.8984,True,TXN_1136,193820,193820,BNK_3107,193820,193820,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2158,AUTO_APPROVED,0.8952,True,TXN_1216,49960,49960,BNK_3176,48781,48781,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2129,AUTO_APPROVED,0.8961,True,TXN_1179,214230,214230,BNK_3142,214230,214230,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2050,NEEDS_REVIEW,0.6843,False,TXN_1068,209190,209190,BNK_3056,205007,205007,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2354,NEEDS_REVIEW,0.79,False,TXN_1477;TXN_1476;TXN_1475,253020,253020,BNK_3381,247960,247960,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2019,AUTO_APPROVED,0.8954,True,TXN_1029,143650,143650,BNK_3024,143650,143650,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2014,NEEDS_REVIEW,0.7881,False,TXN_1024;TXN_1023;TXN_1022;TXN_1021,294130,294130,BNK_3017,288249,288249,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2161,AUTO_APPROVED,0.8953,True,TXN_1221,155760,155760,BNK_3179,152085,152085,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2031,AUTO_APPROVED,0.8976,True,TXN_1044,31250,31250,BNK_3037,31250,31250,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2119,AUTO_APPROVED,0.8966,True,TXN_1161,64000,64000,BNK_3131,62490,62490,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2163,AUTO_APPROVED,0.8768,True,TXN_1223,42360,42360,BNK_3181,42360,42360,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2159,AUTO_APPROVED,0.8944,True,TXN_1217,179510,179510,BNK_3177,175274,175274,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2220,AUTO_APPROVED,0.8924,True,TXN_1294,91720,91720,BNK_3242,71542,71542,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2085,AUTO_APPROVED,0.8989,True,TXN_1119,94880,94880,BNK_3093,94880,94880,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2181,NEEDS_REVIEW,0.6843,False,TXN_1245,150550,150550,BNK_3200,147539,147539,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2247,AUTO_APPROVED,0.8184,True,TXN_1337,62600,62600,BNK_3270;BNK_3271,61348,61348,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2328,UNRESOLVED,0.0,False,TXN_1440,141190,141190,,0,141190,STAGE2_NO_VALID_BANK_ENTRIES_MATCHED,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": false, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2278,AUTO_APPROVED,0.93,True,TXN_1375,247960,247960,BNK_3303,247960,247960,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2332,AUTO_APPROVED,0.8945,True,TXN_1447,33500,33500,BNK_3358,32710,32710,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2023,AUTO_APPROVED,0.8945,True,TXN_1034,193810,193810,BNK_3028,193810,193810,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2086,NEEDS_REVIEW,0.7872,False,TXN_1122;TXN_1121;TXN_1120,151660,151660,BNK_3094,148628,148628,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2171,AUTO_APPROVED,0.8924,True,TXN_1235,17820,17820,BNK_3189,13900,13900,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2239,AUTO_APPROVED,0.8184,True,TXN_1328,102520,102520,BNK_3262;BNK_3263,100470,100470,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2245,AUTO_APPROVED,0.8936,True,TXN_1333,140430,140430,BNK_3268,140430,140430,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2033,AUTO_APPROVED,0.8949,True,TXN_1046,90440,90440,BNK_3040,90440,90440,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2121,AUTO_APPROVED,0.8184,True,TXN_1163,227030,227030,BNK_3133;BNK_3134,222490,222490,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2025,AUTO_APPROVED,0.8965,True,TXN_1036,37240,37240,BNK_3030,36362,36362,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2202,AUTO_APPROVED,0.9061,True,TXN_1271,146100,146100,BNK_3222,146100,146100,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2272,AUTO_APPROVED,0.8768,True,TXN_1369,128350,128350,BNK_3297,128350,128350,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2143,NEEDS_REVIEW,0.6843,False,TXN_1201,203380,203380,BNK_3158,199313,199313,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2044,AUTO_APPROVED,0.8955,True,TXN_1059,58240,58240,BNK_3050,56866,56866,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2200,AUTO_APPROVED,0.93,True,TXN_1269,125590,125590,BNK_3220,125590,125590,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2130,NEEDS_REVIEW,0.6843,False,TXN_1180,77530,77530,BNK_3143,75980,75980,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2092,NEEDS_REVIEW,0.7917,False,TXN_1130;TXN_1129;TXN_1128,277910,277910,BNK_3100,272353,272353,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2338,AUTO_APPROVED,0.8936,True,TXN_1455,96160,96160,BNK_3365,93891,93891,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2313,NEEDS_REVIEW,0.6843,False,TXN_1424,89780,89780,BNK_3338,87985,87985,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2137,AUTO_APPROVED,0.8937,True,TXN_1192,41020,41020,BNK_3151,41020,41020,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
PO_2057,AUTO_APPROVED,0.8924,True,TXN_1075,28860,28860,BNK_3063,22511,22511,,"{""PAYOUT_INTERNAL_EQUATION"": true, ""STAGE1_BALANCE"": true, ""STAGE2_BALANCE"": true, ""CURRENCY_CONSISTENCY"": true, ""DATE_ORDER_VALIDITY"": true}"
